,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
949,John Sparrow David Thompson,[X] is [Y] citizen .,Canada,"Sir John Sparrow David Thompson, KCMG PC QC (November 10, 1845 – December 12, 1894) was a Canadian lawyer, judge, politician, and university professor, who served as the fourth Prime Minister of [MASK] from December 5, 1892, until his sudden death in office on December 12, 1894.","Sir John Sparrow David Thompson, KCMG PC QC (November 10, 1845 – December 12, 1894) was a Canadian lawyer, judge, politician, and university professor, who served as the fourth Prime Minister of Canada from December 5, 1892, until his sudden death in office on December 12, 1894.","['Sir John Sparrow David Thompson, KCMG PC QC (November 10, 1845 – December 12, 1894) was a Canadian lawyer, judge, politician, and university professor, who served as the fourth Prime Minister of Canada from December 5, 1892, until his sudden death in office on December 12, 1894.']","Sir John Sparrow David Thompson, KCMG PC QC (November 10, 1845 – December 12, 1894) was a Canadian lawyer, judge, politician, and university professor, who served as the fourth Prime Minister of Canada from December 5, 1892, until his sudden death in office on December 12, 1894.",,
950,Jan Dydak,[X] is [Y] citizen .,Poland,"Jan Dydak (born June 14, 1968) is a [MASK] former amateur boxer, who won the Welterweight Bronze medal at the 1988 Summer Olympics.","Jan Dydak (born June 14, 1968) is a Poland former amateur boxer, who won the Welterweight Bronze medal at the 1988 Summer Olympics.","['Jan Dydak (born June 14, 1968) is a Poland former amateur boxer, who won the Welterweight Bronze medal at the 1988 Summer Olympics.']","Jan Dydak (born June 14, 1968) is a Poland former amateur boxer, who won the Welterweight Bronze medal at the 1988 Summer Olympics.",,
951,Gabriel-Marie Garrone,[X] is [Y] citizen .,France,"Gabriel-Marie Garrone (12 October 1901 in Aix-les-Bains, Savoie, [MASK] – 15 January 1994 in Rome, Italy) was a Cardinal of the Roman Catholic Church and a Prefect of the Congregation for Catholic Education.","Gabriel-Marie Garrone (12 October 1901 in Aix-les-Bains, Savoie, France – 15 January 1994 in Rome, Italy) was a Cardinal of the Roman Catholic Church and a Prefect of the Congregation for Catholic Education.","['Gabriel-Marie Garrone (12 October 1901 in Aix-les-Bains, Savoie, France – 15 January 1994 in Rome, Italy) was a Cardinal of the Roman Catholic Church and a Prefect of the Congregation for Catholic Education.']","Gabriel-Marie Garrone (12 October 1901 in Aix-les-Bains, Savoie, France – 15 January 1994 in Rome, Italy) was a Cardinal of the Roman Catholic Church and a Prefect of the Congregation for Catholic Education.",,
952,Adabel Guerrero,[X] is [Y] citizen .,Argentina,"Adabel Anahí Guerrero Melachenko ([aðaˈβel ɣeˈreɾo]; born July 18, 1978), better known simply as Adabel Guerrero, is an [MASK] professional theater and burlesque dancer, actress, and supervedette, who has also dabbled as a model and as a singer in several of her television, magazine and theater appearances.","Adabel Anahí Guerrero Melachenko ([aðaˈβel ɣeˈreɾo]; born July 18, 1978), better known simply as Adabel Guerrero, is an Argentina professional theater and burlesque dancer, actress, and supervedette, who has also dabbled as a model and as a singer in several of her television, magazine and theater appearances.","['Adabel Anahí Guerrero Melachenko ([aðaˈβel ɣeˈreɾo]; born July 18, 1978), better known simply as Adabel Guerrero, is an Argentina professional theater and burlesque dancer, actress, and supervedette, who has also dabbled as a model and as a singer in several of her television, magazine and theater appearances.']","Adabel Anahí Guerrero Melachenko ([aðaˈβel ɣeˈreɾo]; born July 18, 1978), better known simply as Adabel Guerrero, is an Argentina professional theater and burlesque dancer, actress, and supervedette, who has also dabbled as a model and as a singer in several of her television, magazine and theater appearances.",,
953,Michael Monroe,[X] is [Y] citizen .,Finland,"Sami Yaffa (born Sami Lauri Takamäki September 4, 1963 in Espoo, [MASK]) is a bass guitarist best known for his work in New York Dolls, Michael Monroe's bands and Hanoi Rocks.","Sami Yaffa (born Sami Lauri Takamäki September 4, 1963 in Espoo, Finland) is a bass guitarist best known for his work in New York Dolls, Michael Monroe's bands and Hanoi Rocks.","[""Sami Yaffa (born Sami Lauri Takamäki September 4, 1963 in Espoo, Finland) is a bass guitarist best known for his work in New York Dolls, Michael Monroe's bands and Hanoi Rocks.""]","Sami Yaffa (born Sami Lauri Takamäki September 4, 1963 in Espoo, Finland) is a bass guitarist best known for his work in New York Dolls, Michael Monroe's bands and Hanoi Rocks.",,
954,Egon Bahr,[X] is [Y] citizen .,Germany,"As for the Transit Agreement of 1972, the discussions were led by the Under-Secretaries of State Egon Bahr (for the Federal Republic of [MASK]) and Michael Kohl (for the German Democratic Republic).","As for the Transit Agreement of 1972, the discussions were led by the Under-Secretaries of State Egon Bahr (for the Federal Republic of Germany) and Michael Kohl (for the German Democratic Republic).","['in regard to the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of germany and michael kohl for the german democratic republic', 'as to the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of germany and michael kohl for the german democratic republic', 'as for the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of germany and michael kohl for the german democratic republic']",in regard to the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of [MASK] and michael kohl for the german democratic republic,as to the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of [MASK] and michael kohl for the german democratic republic,as for the 1972 transit agreement the discussions were led by the under-secretaries of state egon bahr for the federal republic of [MASK] and michael kohl for the german democratic republic
955,Ole Ritter,[X] is [Y] citizen .,Denmark,"Ole Ritter (born 29 August 1941) is a former [MASK] racing cyclist, mainly known for breaking the hour record in 1968.","Ole Ritter (born 29 August 1941) is a former Denmark racing cyclist, mainly known for breaking the hour record in 1968.",['ole ritter born august 29 1941 is a former danish racing cyclist best known for breaking the hour record in 1968'],ole ritter born august 29 1941 is a former danish racing cyclist best known for breaking the hour record in 1968,,
956,Karl Scheurer,[X] is [Y] citizen .,Switzerland,Karl Scheurer (27 September 1872 in Sumiswald – 14 November 1929) was a [MASK] politician.,Karl Scheurer (27 September 1872 in Sumiswald – 14 November 1929) was a Switzerland politician.,['Karl Scheurer (27 September 1872 in Sumiswald – 14 November 1929) was a Switzerland politician.'],Karl Scheurer (27 September 1872 in Sumiswald – 14 November 1929) was a Switzerland politician.,,
957,Paul Hammerich,[X] is [Y] citizen .,Denmark,Paul Hammerich (12 June 1927 – 16 April 1992) was a [MASK] journalist and writer.,Paul Hammerich (12 June 1927 – 16 April 1992) was a Denmark journalist and writer.,['Paul Hammerich (12 June 1927 – 16 April 1992) was a Denmark journalist and writer.'],Paul Hammerich (12 June 1927 – 16 April 1992) was a Denmark journalist and writer.,,
958,Guy Mollet,[X] is [Y] citizen .,France,"In 1956, during the Suez Crisis, during which [MASK] and the United Kingdom's interests in the Middle East aligned, it was proposed by French Prime Minister Guy Mollet that France and the UK create a Franco-British Union, with common citizenship and Queen Elizabeth II as head of state.","In 1956, during the Suez Crisis, during which France and the United Kingdom's interests in the Middle East aligned, it was proposed by French Prime Minister Guy Mollet that France and the UK create a Franco-British Union, with common citizenship and Queen Elizabeth II as head of state.","[""during the suez crisis in 1956 during which france and the united kingdom's interests in the middle east aligned it was proposed by french prime minister guy mollet that france and the united kingdom create a franco-british union with common citizenship and queen elizabeth ii as head of state"", ""in 1956 during the suez crisis during which france and the united kingdom's interests in the middle east aligned it was proposed by french prime minister guy mollet that france and the uk create a franco-british union with common citizenship and queen elizabeth ii as head of state""]",during the suez crisis in 1956 during which France and the united kingdom's interests in the middle east aligned it was proposed by french prime minister guy mollet that [MASK] and the united kingdom create a franco-british union with common citizenship and queen elizabeth ii as head of state,in 1956 during the suez crisis during which France and the united kingdom's interests in the middle east aligned it was proposed by french prime minister guy mollet that [MASK] and the uk create a franco-british union with common citizenship and queen elizabeth ii as head of state,
959,Petru Lucinschi,[X] is [Y] citizen .,Moldova,"It was signed in Moscow on 8 May 1997, by Moldovan President Petru Lucinschi and Transnistrian President Igor Smirnov, with the mediation of the Russian Federation, Ukraine and Niels Helveg Petersen on behalf of the Organization for Security and Co-operation in Europe Mission in [MASK].","It was signed in Moscow on 8 May 1997, by Moldovan President Petru Lucinschi and Transnistrian President Igor Smirnov, with the mediation of the Russian Federation, Ukraine and Niels Helveg Petersen on behalf of the Organization for Security and Co-operation in Europe Mission in Moldova.","['It was signed in Moscow on 8 May 1997, by Moldovan President Petru Lucinschi and Transnistrian President Igor Smirnov, with the mediation of the Russian Federation, Ukraine and Niels Helveg Petersen on behalf of the Organization for Security and Co-operation in Europe Mission in Moldova.']","It was signed in Moscow on 8 May 1997, by Moldovan President Petru Lucinschi and Transnistrian President Igor Smirnov, with the mediation of the Russian Federation, Ukraine and Niels Helveg Petersen on behalf of the Organization for Security and Co-operation in Europe Mission in Moldova.",,
960,Ivan Koloff,[X] is [Y] citizen .,Canada,"""The Russian Bear"" Ivan Koloff (born Oreal Perras on August 25, 1942) is a [MASK] former professional wrestler who once held the WWWF World Heavyweight Championship.","""The Russian Bear"" Ivan Koloff (born Oreal Perras on August 25, 1942) is a Canada former professional wrestler who once held the WWWF World Heavyweight Championship.","['the russian bear ivan koloff born on 25 august 1942 in oreal perras is a former professional wrestler from canada who held the wwwf world heavyweight championship once', 'the russian bear ivan koloff born oreal perras on 25 august 1942 is a former professional wrestler from canada who held the wwwf world heavyweight championship']",the russian bear ivan koloff born on 25 august 1942 in oreal perras is a former professional wrestler from [MASK] who held the wwwf world heavyweight championship once,the russian bear ivan koloff born oreal perras on 25 august 1942 is a former professional wrestler from [MASK] who held the wwwf world heavyweight championship,
