,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
881,Cannonball Adderley,[X] plays [Y] music .,jazz,"The festival also invites distinguished [MASK] musicians as guests and judges which have included Bill Evans, Quincy Jones, Cannonball Adderley, Herbie Hancock, Ray Brown, Wynton Marsalis, Dee Dee Bridgewater, John Clayton, and many more notable jazz musicians.","The festival also invites distinguished jazz musicians as guests and judges which have included Bill Evans, Quincy Jones, Cannonball Adderley, Herbie Hancock, Ray Brown, Wynton Marsalis, Dee Dee Bridgewater, John Clayton, and many more notable jazz musicians.",['the festival also invites distinguished jazz musicians as guests and judges which have included bill evans quincy jones cannonball adderley herbie hancock ray brown wynton marsalis dee dee bridgewater john clayton and many more notable jazz musicians'],the festival also invites distinguished jazz musicians as guests and judges which have included bill evans quincy jones cannonball adderley herbie hancock ray brown wynton marsalis dee dee bridgewater john clayton and many more notable [MASK] musicians,,
882,Flavio,[X] plays [Y] music .,opera,"During that same year he came to London to join Handel's [MASK] company, where he created roles in Handel's Ezio - with words by the renowned librettist Metastasio - and Sosarme, and sang in revivals of Admeto, Giulio Cesare, Flavio, and Poro.","During that same year he came to London to join Handel's opera company, where he created roles in Handel's Ezio - with words by the renowned librettist Metastasio - and Sosarme, and sang in revivals of Admeto, Giulio Cesare, Flavio, and Poro.","[""he came to london in the same year to join handel's opera company where he created roles in handel's ezio - with words by the renowned librettist metastasio - and sosarme and sang in revivals of admet"", ""in the same year he came to london to join handel's opera company where he created roles in handel's ezio - with words from the renowned librettist metastasio - and sosarme and sang in revivals of admet"", ""during the same year he came to london to join handel's opera company where he created roles in handel's ezio - with words by the renowned librettist metastasio - and sosarme and sang in revivals by ad""]",he came to london in the same year to join handel's [MASK] company where he created roles in handel's ezio - with words by the renowned librettist metastasio - and sosarme and sang in revivals of admet,in the same year he came to london to join handel's [MASK] company where he created roles in handel's ezio - with words from the renowned librettist metastasio - and sosarme and sang in revivals of admet,during the same year he came to london to join handel's [MASK] company where he created roles in handel's ezio - with words by the renowned librettist metastasio - and sosarme and sang in revivals by ad
883,Matt Glaser,[X] plays [Y] music .,jazz,Matt Glaser is an American [MASK] and bluegrass violinist.,Matt Glaser is an American jazz and bluegrass violinist.,['matt glaser is an american jazz and bluegrass violinist'],matt glaser is an american [MASK] and bluegrass violinist,,
884,Jon Eberson,[X] plays [Y] music .,jazz,"Jazzpunkensemblet (established 1983 in Oslo, Norway) is a Norwegian [MASK] ensemble orchestra led by the famous musicians Jon Eberson guitar and Nils Petter Molvær on trumpet, and known for a clean style duel between two rhythm sections, and the two records Live At Rockefeller (1991) og Thirteen Rounds (1998), presenting compositions by Jon Eberson.","Jazzpunkensemblet (established 1983 in Oslo, Norway) is a Norwegian jazz ensemble orchestra led by the famous musicians Jon Eberson guitar and Nils Petter Molvær on trumpet, and known for a clean style duel between two rhythm sections, and the two records Live At Rockefeller (1991) og Thirteen Rounds (1998), presenting compositions by Jon Eberson.","['Jazzpunkensemblet (established 1983 in Oslo, Norway) is a Norwegian jazz ensemble orchestra led by the famous musicians Jon Eberson guitar and Nils Petter Molvær on trumpet, and known for a clean style duel between two rhythm sections, and the two records Live At Rockefeller (1991) og Thirteen Rounds (1998), presenting compositions by Jon Eberson.']","Jazzpunkensemblet (established 1983 in Oslo, Norway) is a Norwegian jazz ensemble [MASK] led by the famous musicians Jon Eberson guitar and Nils Petter Molvær on trumpet, and known for a clean style duel between two rhythm sections, and the two records Live At Rockefeller (1991) og Thirteen Rounds (1998), presenting compositions by Jon Eberson.",,
885,Nels Cline,[X] plays [Y] music .,jazz,"He has played with American [MASK] saxophonist and composer Tim Berne, and also with Nels Cline, Fred Hersch, Tony Malaby, Tom Varner, Drew Gress, Kenny Werner, Mark Helias, and Simon Nabatov.","He has played with American jazz saxophonist and composer Tim Berne, and also with Nels Cline, Fred Hersch, Tony Malaby, Tom Varner, Drew Gress, Kenny Werner, Mark Helias, and Simon Nabatov.","['He has played with American jazz saxophonist and composer Tim Berne, and also with Nels Cline, Fred Hersch, Tony Malaby, Tom Varner, Drew Gress, Kenny Werner, Mark Helias, and Simon Nabatov.']","He has played with American [MASK] saxophonist and composer Tim Berne, and also with Nels Cline, Fred Hersch, Tony Malaby, Tom Varner, Drew Gress, Kenny Werner, Mark Helias, and Simon Nabatov.",,
886,Skeeter Best,[X] plays [Y] music .,jazz,"Clifton ""Skeeter"" Best (November 20, 1914 – May 27, 1985) was an American [MASK] guitarist.","Clifton ""Skeeter"" Best (November 20, 1914 – May 27, 1985) was an American jazz guitarist.","['Clifton ""Skeeter"" Best (November 20, 1914 – May 27, 1985) was an American jazz guitarist.']","Clifton ""Skeeter"" Best (November 20, 1914 – May 27, 1985) was an American [MASK] guitarist.",,
887,Mel Lewis,[X] plays [Y] music .,jazz,"Tony Cennamo (September 30, 1933 – June 8, 2010 ) was for 25 years a [MASK] disc jockey on Boston University's WBUR.When he had a morning show in the 1970s and 1980s he began his show with Oliver Nelson's Stolen Moments or ""Blues In A Minute"" by the Thad Jones / Mel Lewis Orchestra.","Tony Cennamo (September 30, 1933 – June 8, 2010 ) was for 25 years a jazz disc jockey on Boston University's WBUR.When he had a morning show in the 1970s and 1980s he began his show with Oliver Nelson's Stolen Moments or ""Blues In A Minute"" by the Thad Jones / Mel Lewis Orchestra.",,,,
888,Rosenberg Trio,[X] plays [Y] music .,jazz,"Stochelo Rosenberg (born 19 February 1968 in Helmond, Netherlands) is a Sinti-Gypsy [MASK] guitarist who plays in the Jazz manouche style of Django Reinhardt and leads the Rosenberg Trio.","Stochelo Rosenberg (born 19 February 1968 in Helmond, Netherlands) is a Sinti-Gypsy jazz guitarist who plays in the Jazz manouche style of Django Reinhardt and leads the Rosenberg Trio.","['Stochelo Rosenberg (born 19 February 1968 in Helmond, Netherlands) is a Sinti-Gypsy jazz guitarist who plays in the Jazz manouche style of Django Reinhardt and leads the Rosenberg Trio.']","Stochelo Rosenberg (born 19 February 1968 in Helmond, Netherlands) is a Sinti-Gypsy [MASK] guitarist who plays in the Jazz manouche style of Django Reinhardt and leads the Rosenberg Trio.",,
889,Bob Wilber,[X] plays [Y] music .,jazz,"While on tour, he has shared the stage with [MASK] musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts.","While on tour, he has shared the stage with jazz musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts.","['While on tour, he has shared the stage with jazz musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts.']","While on tour, he has shared the stage with [MASK] musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts.",,
890,The Witcher,[X] plays [Y] music .,fantasy,"The Last Wish (Polish: Ostatnie życzenie) is the first of the two collections of short stories (the other being The Sword of Destiny) preceding the main Witcher Saga, written by Polish [MASK] writer Andrzej Sapkowski.","The Last Wish (Polish: Ostatnie życzenie) is the first of the two collections of short stories (the other being The Sword of Destiny) preceding the main Witcher Saga, written by Polish fantasy writer Andrzej Sapkowski.",['the last wish polish ostatnie yczenie is the first of two collections of short stories the other being the sword of destiny preceding the main witcher saga written by polish fantasy writer andrzej sapkowski'],the last wish polish ostatnie yczenie is the first of two collections of short stories the other being the sword of destiny preceding the main witcher saga written by polish [MASK] writer andrzej sapkowski,,
891,Jimmy Riley,[X] plays [Y] music .,reggae,"Tarrus Riley (born Omar Riley, 26 April 1979, Bronx, New York, United States) is a Jamaican [MASK] singer, member of the Rastafari movement and the son of Jamaican reggae singer Jimmy Riley.","Tarrus Riley (born Omar Riley, 26 April 1979, Bronx, New York, United States) is a Jamaican reggae singer, member of the Rastafari movement and the son of Jamaican reggae singer Jimmy Riley.","['Tarrus Riley (born Omar Riley, 26 April 1979, Bronx, New York, United States) is a Jamaican reggae singer, member of the Rastafari movement and the son of Jamaican reggae singer Jimmy Riley.']","Tarrus Riley (born Omar Riley, 26 April 1979, Bronx, New York, United States) is a Jamaican reggae singer, member of the Rastafari movement and the son of Jamaican [MASK] singer Jimmy Riley.",,
892,Jon Hassell,[X] plays [Y] music .,jazz,"Il sole nella pioggia features contributions from a number of international musicians who had previously collaborated with contemporary British artists in the alternative rock genre like Peter Gabriel, Kate Bush and David Sylvian: drummer Steve Jansen and keyboardist Richard Barbieri - both former members of the band Japan, trumpeter Jon Hassell, guitarist Dave Gregory, guitarist and keyboardist Ian Maidman, Turkish flutist Kudsi Erguner as well as Italian [MASK] trumpeter Paolo Fresu.","Il sole nella pioggia features contributions from a number of international musicians who had previously collaborated with contemporary British artists in the alternative rock genre like Peter Gabriel, Kate Bush and David Sylvian: drummer Steve Jansen and keyboardist Richard Barbieri - both former members of the band Japan, trumpeter Jon Hassell, guitarist Dave Gregory, guitarist and keyboardist Ian Maidman, Turkish flutist Kudsi Erguner as well as Italian jazz trumpeter Paolo Fresu.",,,,
