,sub_label,template,obj_label,masked_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
759,Wolfgang Plagge,[X] was born in [Y] .,Oslo,"Wolfgang Plagge (born 23 August 1960 in [MASK], Norway by Dutch parents) is a Norwegian composer and pianist.","Wolfgang Plagge (born 23 August 1960 in Oslo, Norway by Dutch parents) is a Norwegian composer and pianist.",,
760,Clive Myrie,[X] was born in [Y] .,Bolton,"Clive Myrie (born 25 August 1964 in [MASK], Lancashire) is an British television news journalist, who works for BBC News as London World Affairs Correspondent and Presenter.",clive myrie born august 25 1964 in [MASK] lancashire is a british television news journalist who works as a correspondent and presenter for bbc news,,
761,Guido Crepax,[X] was born in [Y] .,Milan,Guido Crepax (15 July 1933 in [MASK] – 31 July 2003 in Milan) was an Italian comics artist.,Guido Crepax (15 July 1933 in Milan – 31 July 2003 in Milan) was an Italian comics artist.,,
762,Ludwig Bechstein,[X] was born in [Y] .,Weimar,"Ludwig Bechstein (24 November 1801 – 14 May 1860) was a German writer and collector of folk fairy tales.He was born in [MASK], the illegitimate child of Johanna Carolina Dorothea Bechstein and Hubert Dupontreau, a French emigrant who disappeared before the birth of the child; Ludwig thus grew up very poor in his first nine years.",,,
763,Knut Reiersrud,[X] was born in [Y] .,Oslo,"Knut Reiersrud (born 12 February 1961 in [MASK], Norway) is a Norwegian blues guitarist.","Knut Reiersrud (born 12 February 1961 in Oslo, Norway) is a Norwegian blues guitarist.",,
764,Edward Vermilye Huntington,[X] was born in [Y] .,Clinton,"Edward Vermilye Huntington (April 26, 1874, [MASK], USA – November 25, 1952, Cambridge, Massachusetts, USA) was an American mathematician.","Edward Vermilye Huntington (April 26, 1874, Clinton, USA – November 25, 1952, Cambridge, Massachusetts, USA) was an American mathematician.",,
765,Georgi Markov,[X] was born in [Y] .,Sofia,"Finally, the conference was cancelled, and several eminent Bulgarian historians (including Georgi Markov, head of the Institute of History of the Bulgarian Academy of Sciences and Bozhidar Dimitrov, director of the National Museum of History in [MASK]) qualified Baleva and Brunnbauer's research as ""grandiose falsification"".","Finally, the conference was cancelled, and several eminent Bulgarian historians (including Georgi Markov, head of the Institute of History of the Bulgarian Academy of Sciences and Bozhidar Dimitrov, director of the National Museum of History in Sofia) qualified Baleva and Brunnbauer's research as ""grandiose falsification"".",,
766,Leonid Sabaneyev,[X] was born in [Y] .,Moscow,"Political figures he has close alliances with include Yury Luzhkov, the former Mayor of [MASK], Dmytro Firtash and Leonid Derkach, former head of the Security Service of Ukraine.",he has close alliances with prominent political figures including yury luzhkov former mayor of [MASK] dmytro firtash and leonid derkach former head of the ukrainian security service,,
767,Mike Huckabee,[X] was born in [Y] .,Hope,"Huckabee announced his candidacy for the Republican nomination in the 2016 presidential election, in [MASK], on May 5, 2015.",huckabee announced his candidacy for the republican nomination in the 2016 presidential election on may 5 2015,huckabee announced his candidacy for republican nomination in the 2016 presidential election in [MASK] on may 5 2015,huckabee announced his candidacy for the republican nomination in the 2016 presidential election in [MASK] on may 5 2015
768,Dennis Jensen,[X] was born in [Y] .,Johannesburg,"Dr Dennis Jensen (born 28 February 1962 in [MASK], South Africa) is an Australian politician.","Dr Dennis Jensen (born 28 February 1962 in Johannesburg, South Africa) is an Australian politician.",,
769,Gogi Alauddin,[X] was born in [Y] .,Lahore,"Gogi Alauddin (born September 1950, in [MASK], Pakistan) is a former squash player from Pakistan.","Gogi Alauddin (born September 1950, in Lahore, Pakistan) is a former squash player from Pakistan.",,
770,Jacques-Jean Barre,[X] was born in [Y] .,Paris,"Born in [MASK], he was trained by his father Jean-Jacques Barre (1793–1855), a medalist.",born in [MASK] he was trained by his father jean-jacques barre 17931855 medalist,,
771,Ricard Lamote de Grignon,[X] was born in [Y] .,Barcelona,Ricard Lamote de Grignon was born and died in [MASK].,ricard lamote de grignon was born in [MASK] and died in the city,ricard lamote de grignon was born and died in [MASK],
772,Jean-Michel Dubernard,[X] was born in [Y] .,Lyon,"Arriving behind the right-wing dissident list supported by Charles Millon in his sector, the 5th arrondissement of [MASK], he decided to withdraw in favor of Jean-Michel Dubernard, who established an alliance with Charles Millon.",he arrived behind the right-wing dissident list supported by charles millon in his sector the 5th arrondissement of [MASK] and decided to withdraw in favor of jean-michel dubernard who established an alliance with charles millon,arriving behind the right-wing dissident list supported by charles millon in his sector the 5th arrondissement of [MASK] he decided to withdraw in favour of jean-michel dubernard who established an alliance with charles mill,
773,Akira Kamiya,[X] was born in [Y] .,Yokohama,"Akira Kamiya (神谷 明 Kamiya Akira, born September 18, 1946 in Kanagawa Prefecture, [MASK]) is a Japanese voice actor.",akira kamiya kamiya akira born 18 september 1946 in kanagawa prefecture [MASK] is a japanese voice actor,,
774,Cristian Alexanda,[X] was born in [Y] .,Perth,Cristian Alexanda is an Australian R&B singer from [MASK].,Cristian Alexanda is an Australian R&B singer from Perth.,,
775,Martin Sweet,[X] was born in [Y] .,Stockholm,"Martin Sweet (born Martin Hosselton; 5 May 1979 in [MASK], Sweden) is a Swedish guitarist most famous for being the lead guitarist for the Swedish Glam metal band Crashdïet.","Martin Sweet (born Martin Hosselton; 5 May 1979 in Stockholm, Sweden) is a Swedish guitarist most famous for being the lead guitarist for the Swedish Glam metal band Crashdïet.",,
776,Florence Vidor,[X] was born in [Y] .,Houston,"Florence Vidor (July 23, 1895, [MASK] – November 3, 1977, Pacific Palisades, California) was an American actress.","Florence Vidor (July 23, 1895, Houston – November 3, 1977, Pacific Palisades, California) was an American actress.",,
777,Bob Petrie,[X] was born in [Y] .,Dundee,Jonathan Michael Petrie (born 19 October 1976 in [MASK]) is a Scottish rugby union footballer who played at flanker for Glasgow Warriors and Scotland.,jonathan michael petrie born october 19 1976 in Dundee is a scottish rugby union footballer who played as flanker for the Dundee warriors and [MASK],jonathan michael petrie born october 19 1976 in Dundee is a scottish rugby union footballer who played as a flanker for Dundee warriors and [MASK],
778,Bronwyn Mayer,[X] was born in [Y] .,Sydney,Bronwyn Mayer (born 3 July 1974 in [MASK]) is an Australian water polo player from the gold medal squad of the 2000 Summer Olympics.,Bronwyn Mayer (born 3 July 1974 in Sydney) is an Australian water polo player from the gold medal squad of the 2000 Summer Olympics.,,
779,Ted Dumitru,[X] was born in [Y] .,Bucharest,"Theodore ""Ted"" Dumitru (born Dumitru Teodorescu on 2 September 1939 in [MASK], Romania) is a retired football manager who last worked as a technical director for Mamelodi Sundowns in the South African Premier Soccer League.","Theodore ""Ted"" Dumitru (born Dumitru Teodorescu on 2 September 1939 in Bucharest, Romania) is a retired football manager who last worked as a technical director for Mamelodi Sundowns in the South African Premier Soccer League.",,
780,Semiha Borovac,[X] was born in [Y] .,Sarajevo,"Semiha Borovac (born 2 March 1955) is a former mayor of [MASK], succeeded by Alija Behmen.","Semiha Borovac (born 2 March 1955) is a former mayor of Sarajevo, succeeded by Alija Behmen.",,
781,Mark Van Hoen,[X] was born in [Y] .,Croydon,"Mark Van Hoen (born September 1966, [MASK], London, England) is an English electronic music artist.","Mark Van Hoen (born September 1966, Croydon, London, England) is an English electronic music artist.",,
782,Ali-Akbar Shahnazi,[X] was born in [Y] .,Tehran,"Pirayeh Pourafar (Born) is an Iranian musician, Tar player, and expert on Persian music.Pourafar learned the Radif as a student of Grand Master Ali Akbar Shahnazi at the Royal National Music Conservatory of [MASK].","Pirayeh Pourafar (Born) is an Iranian musician, Tar player, and expert on Persian music.Pourafar learned the Radif as a student of Grand Master Ali Akbar Shahnazi at the Royal National Music Conservatory of Tehran.",,
783,Rio Natsuki,[X] was born in [Y] .,Tokyo,"Rio Natsuki (夏樹 リオ Natsuki Rio, born March 5, 1969 in [MASK], Japan) is a Japanese voice actress.","Rio Natsuki (夏樹 リオ Natsuki Rio, born March 5, 1969 in Tokyo, Japan) is a Japanese voice actress.",,
784,Francisco Valls Galán,[X] was born in [Y] .,Barcelona,"Francisco Valls ([MASK] 1665/1671 - 2 February 1747) was a Spanish composer, theorist and maestro de capilla.","Francisco Valls (Barcelona 1665/1671 - 2 February 1747) was a Spanish composer, theorist and maestro de capilla.",,
785,Hiroshi Kyono,[X] was born in [Y] .,Yokohama,"Hiroshi Kyono (born Yuji Seino March 31, 1969 in [MASK], Japan) is the vocalist for The Mad Capsule Markets.","Hiroshi Kyono (born Yuji Seino March 31, 1969 in Yokohama, Japan) is the vocalist for The Mad Capsule Markets.",,
786,Marat Makhmutov,[X] was born in [Y] .,Moscow,"Marat Maksutovich Makhmutov (Russian: Марат Максутович Махмутов; born September 3, 1975 in [MASK]) is a Russian professional footballer.",,,
787,Vasili III of Russia,[X] was born in [Y] .,Moscow,Leading a large Tatar army he defeated Vasili III of Russia near [MASK].,,,
788,Marcus Harvey,[X] was born in [Y] .,Leeds,"Marcus Harvey (born 1963 in [MASK]) is an English artist and painter, one of the Young British Artists (YBAs).","Marcus Harvey (born 1963 in Leeds) is an English artist and painter, one of the Young British Artists (YBAs).",,
789,Vincent Persichetti,[X] was born in [Y] .,Philadelphia,"Following his Cincinnati studies, he worked with Vincent Persichetti in preparing the world premiere in [MASK] of the opera ""The Sibyl"".",he worked with vincent persichetti following his Philadelphia studies in preparation of the world premiere of the opera the sibyl in [MASK],after his Philadelphia studies he worked together with vincent persichetti on the production of the opera sibyl in [MASK],following his Philadelphia studies he worked with vincent persichetti in preparation of the world premiere of the sibyl opera in [MASK]
790,Ottavio Vannini,[X] was born in [Y] .,Florence,Born in [MASK] to Michele Vannini.,,,
791,George Clymer,[X] was born in [Y] .,Philadelphia,"George Clymer (1754?–1834) from [MASK] was an American engineer and inventor (there is no evidence that Clymer's middle initial was ""E.",george clymer from [MASK] 1754?1834 was an american engineer and inventor there is no evidence that clymer's middle initial was e,,
792,Tomomi Kasai,[X] was born in [Y] .,Tokyo,"Tomomi Kasai (河西 智美 Kasai Tomomi, born November 16, 1991 in [MASK]) is a Japanese singer, actress and a former member of the idol group AKB48, belonging to Team A. She had a recurring role on Kamen Rider W as Elizabeth, alongside group member Tomomi Itano.","Tomomi Kasai (河西 智美 Kasai Tomomi, born November 16, 1991 in Tokyo) is a Japanese singer, actress and a former member of the idol group AKB48, belonging to Team A. She had a recurring role on Kamen Rider W as Elizabeth, alongside group member Tomomi Itano.",,
793,Cunigunde of Luxembourg,[X] was born in [Y] .,Luxembourg,"Saint Cunigunde of [MASK], OSB (c.","Saint Cunigunde of Luxembourg, OSB (c.",,
