pred,obj_label,masked_sentence
IsA,doctor,An obstetrician is a kind of [MASK].
IsA,animal,An elefefant is an [MASK].
IsA,walkway,"Another way to say ""a sidewalk is flat, long, and narrow"" is ""Poured concrete may be used to create a public [MASK].""."
IsA,mammal,Kinds of [MASK] : anteater.
IsA,disease,Anthrax is a deadly bacterial [MASK] spread by spores.
IsA,performances,Dances are [MASK] which one can go to see.
IsA,flower,A gladiola is a [MASK].
IsA,concept,Many people think that truth is a relative [MASK].
IsA,building,Cathedral is related to church [MASK].
IsA,instructor,A tutor is a [MASK].
IsA,trickster,A magician is a [MASK].
IsA,recollection,[MASK] is distant memory.
IsA,existentialist,Sartre was an [MASK].
IsA,plant,Helichrysum is a [MASK].
IsA,animal,Rhea is a [MASK].
IsA,scientists,"When [MASK] write up their work and cite other people's papers, most do not bother to read the original."
IsA,concert,Woodstock is a [MASK].
IsA,wiccan,Many modern witches are [MASK].
IsA,mortician,Corey is a [MASK].
IsA,chefs,"Something you find at a resturant is people, food, wine, [MASK] and servers."
IsA,insects,"A bat is rodent that has webbed wings, live in caves [or similar], sleeps hanging upside-down during the day, and flies around at night, eating large quanties of [MASK] [especially mosquitoes]."
IsA,emotion,"To understand the event ""Lisa loves Joe.  Joe loves Janice."", it is important to know that love is an [MASK]."
IsA,team,The [MASK] called the Patriots play the game called football.
IsA,crafts,Boats are [MASK] built to travel on water.
IsA,color,"Picture description: a beautiful, artistic picture of a common  pitcher, used for storeing and pouring liquids. The [MASK] of the pitcher itself if a rich, deep blue and it contrasts with a reddish brown , concrete like background. The front of the pitcher is not solid blue, but rather a reflection of light and objects, perhaps a branch from a tree and clouds. The reflection is vague enough to be many different things, but with enough form to suggest clouds and a skyline. ."
IsA,car,A Volvo is a kind of [MASK].
IsA,pepper,Chilli is a type of [MASK].
IsA,stone,Emeralds are a [MASK].
IsA,color,Chartreuse is a [MASK].
IsA,lizards,Chameleons are [MASK] that can change their skin color.
IsA,protein,Silk is [MASK].
IsA,sensation,Stinging is a kind of [MASK].
IsA,game,Zork is a [MASK].
IsA,german,Nietzsche was a [MASK].
IsA,homeworld,Earth is our [MASK].
IsA,stimulant,Tea is a [MASK].
IsA,plural,"The statement ""the [MASK] of tooth is teeth"" is true because teeth means more than one tooth."
IsA,wiccan,Some pagans are [MASK].
IsA,purdy,Fish are [MASK].
IsA,fee,Tuition is a [MASK] charged by institutes of higher education.
IsA,royalty,King is [MASK].
IsA,activity,An [MASK] someone can do is programming.
IsA,tool,A comealong is a type of [MASK].
IsA,psychedelic,DMT is a [MASK].
IsA,passtime,Golf is a [MASK].
IsA,charade,Governments are a [MASK].
IsA,person,Traveller is a type of [MASK].
IsA,marijuana,Indica is a type of [MASK].
IsA,direction,"Somewhere something can be is in a compass [MASK] from something else, such as north, northeast, east, southeast, south, southwest, west, northwest."
IsA,arrows,Darts are [MASK].
IsA,lies,Superstitions are [MASK].
IsA,action,Lavage is an [MASK] that takes place in hospitals.
IsA,legends,Vampires are [MASK].
IsA,meat,"To understand the event ""Sam ate a steak."", it is important to know that Sam chewed and swallowed the [MASK]."
IsA,emotion,Disgust is an [MASK].
IsA,christmas,"To understand the event ""Today is [MASK].  Our family will open presents."", it is important to know that Presents are often wrapped in decorative paper."
IsA,shortage,A deficit is a [MASK].
IsA,devices,Aeroplanes are [MASK] that enable humans to fly.
IsA,mammals,Gorillas are [MASK] from africa and are endangered.
IsA,primate,A baboon is a [MASK].
IsA,element,Plutonium is not a naturally-occurring [MASK].
IsA,gang,The Crips is a type of [MASK].
IsA,term,Hardware is a [MASK] used for tools.
IsA,divan,A couch is a [MASK].
IsA,attitude,Confidence is an [MASK].
IsA,sport,Kickboxing is a kind of [MASK].
IsA,receptionists,Some people are [MASK].
IsA,school,[MASK] has college.
IsA,flowers,"Daffodils, like all [MASK], can bloom."
IsA,people,"To understand the event ""Xena fought her enemies."", it is important to know that [MASK] don't always agree."
IsA,weekday,Monday is a [MASK].
IsA,flowers,"Another way to say ""Daisies are [MASK]"" is ""An example flower is the daisy""."
IsA,country,Kosovo is a kind of [MASK].
IsA,phenomenon,Stress is a [MASK] that can appear in humans.
IsA,location,An entranceway is a [MASK].
IsA,boson,Gluon is a kind of [MASK].
IsA,shelter,Hut is a type of [MASK].
IsA,place,You can use a folding chair to [MASK] seats where they are needed.
IsA,fish,"Things that are often found together are: aquatic plant, water, [MASK] bowl, stones, goldfish."
IsA,dog,A gundog is a kind of [MASK].
IsA,insturment,A violin is a musical [MASK].
IsA,bird,Weaver is a [MASK].
IsA,magic,"Love is ""[MASK]""."
IsA,car,A [MASK] manufactured by Chevrolet is sometimes referred to as a Chevy.
IsA,diagram,A flowchart is a [MASK].
IsA,animals,Cattle are [MASK].
IsA,fabric,"To understand the event ""Bob is cold.  Bob puts on a jacket."", it is important to know that The jacket is made of [MASK] or leather."
IsA,land,An isle is [MASK] surrounded by water.
IsA,food,A banana is [MASK].
IsA,thing,The first [MASK] you do when you meet a friend is shake hands.
IsA,clothes,A shirt is for people who wear [MASK].
IsA,chronometer,A watch is a [MASK].
IsA,spread,Jelly is a [MASK] made from fruit juice.
IsA,gas,Neon is a [MASK] in the air that is used in some lights.
IsA,shell,The bash [MASK] is popular among Linux users.
IsA,opinion,Beauty is an [MASK].
IsA,people,Before Germany became a republic the German [MASK] were ruled by kings.
IsA,food,"The story ""Chewing Your [MASK]"" has the step ""He prepared the sandwitch""."
IsA,belief,"Americans have the freedom to choose what, if any, reglious [MASK] to follow."
IsA,shape,A coil is a [MASK] that something makes.
IsA,everywhere,Bacteria are [MASK] .
IsA,way,"Another [MASK] to say ""a runway is for the touch-down of planes"" is ""Planes typically land on runways.""."
IsA,plants,Farmers grow [MASK] called crops.
IsA,fantasies,Some books are [MASK].
IsA,people,Scouts are [MASK].
IsA,light,A latern is a [MASK].
IsA,defence,Automatism is a [MASK].
IsA,writer,A reporter is a type of [MASK].
IsA,animals,Ferrets are small [MASK] that people have as pets.
IsA,animal,A blowfish is a kind of [MASK].
IsA,weather,Tornado is a type of [MASK].
IsA,festival,Floriade is a [MASK].
IsA,bomb,A missile is a type of [MASK] that can fly.
IsA,scotch,Glenfiddich is a kind of [MASK].
IsA,organization,A neighborhood of mobile homes was hit by a tornado. Some people from a church [MASK] and a county crew with prisoners helped clean up the debris.
IsA,structure,A chorus is part of a verse-chorus [MASK] without bridge.
IsA,domesticated,Cows are [MASK].
IsA,relegion,Christianity is a [MASK].
IsA,marsupial,Potoroo is a kind of [MASK].
IsA,illusion,Security is an [MASK].
IsA,ships,Military submarines are very expensive [MASK] .
IsA,architect,Gaudi was an [MASK].
IsA,beverage,Water is bottled [MASK].
IsA,device,"The statement ""A book is a [MASK] that stores information as words printed on paper."" is true because The first books enabled everyone to read and understand the bible, not just the top guy."
IsA,material,Wool is a type of garment [MASK].
IsA,parasite,Flea is related to dog [MASK].
IsA,linux,Redhat is a type of [MASK].
IsA,beverages,Some liquids are [MASK] drunk by humans.
IsA,linux,Fedora is a type of [MASK].
IsA,clothing,Something that might happen when you clean [MASK] is you will iron your shirts.
IsA,archways,Some doors are [MASK].
IsA,slave,A robot is a type of [MASK].
IsA,belief,Fundamentalism is a type of [MASK].
IsA,place,National parks are a great [MASK] to go jogging.
IsA,container,"The statement ""A bottle is a [MASK] for liquid"" is true because because containers have an internal volume and an opening on one end."
IsA,vehicle,A coach is a kind of [MASK].
IsA,android,Data is a [MASK].
IsA,restarant,A pizzeria is a [MASK].
IsA,snake,[MASK] is a type of rattler.
IsA,dish,Salad is a [MASK] that may include chicken.
IsA,homicide,[MASK] is murder manslaughter.
IsA,activity,An [MASK] someone can do is bungee jumping.
IsA,weapon,[MASK] is gun.
IsA,omnivores,"To understand the event ""Tim is a vegetarian.  Tim refuses to eat meat."", it is important to know that Humans are [MASK]."
IsA,spread,Jam is a [MASK] made from fruit.
IsA,fuel,Wax is a kind of [MASK].
IsA,career,Stylist is a [MASK].
IsA,word,One example of a neologism is the [MASK] glumsiness.
IsA,religeon,Christianity is a [MASK].
IsA,company,Factory is a type of [MASK].
IsA,swimsuit,A bikini is a type of [MASK].
IsA,flamable,Paper is [MASK].
IsA,furnitire,A couch is [MASK] used for naps.
IsA,animals,"To understand the event ""Lions killed the gazelle."", it is important to know that Gazelles are wild [MASK]."
IsA,food,Steak wrapped in  tortillas is a popular Mexican [MASK] called a fajita.
IsA,mammal,"An armadillo is a small, burrowing, armored [MASK]."
IsA,subject,Calculus is math [MASK].
IsA,drug,Psilocybin is a type of [MASK].
IsA,neckware,Scarves are [MASK].
IsA,bird,Grebe is a [MASK].
IsA,disc,Cd stands for compact [MASK].
IsA,antibiotic,Ciproflaocin is an [MASK].
IsA,cystoscope,A panendoscope is a [MASK].
IsA,data,Everything is [MASK].
IsA,vehicle,Canoe is a kind of [MASK].
IsA,container,A pail is a [MASK] with a handle.
IsA,food,Blueberries are [MASK].
IsA,material,Diamond is a [MASK].
IsA,animal,One wonderful [MASK] you might see is the gazelle.
IsA,building,A library is a [MASK] or room where many books are held and can be taken home or read on site.
IsA,escort,A date is an [MASK].
IsA,tools,Rakes are [MASK].
IsA,box,A carriage is a [MASK].
IsA,council,[MASK] is a type of board.
IsA,bird,A nightingale is a kind of [MASK].
IsA,bird,A parakeet is kind of [MASK].
IsA,muslim,Shia is a kind of [MASK].
IsA,shuffled,"The story ""Playing Cards"" has the step ""I [MASK] the deck""."
IsA,vegetables,"Similar [MASK] to potatoes are turnips, parsnips and carrots."
IsA,state,The Utah [MASK] tree is the blue spruce.
IsA,nut,Cashews are a kind of [MASK].
IsA,foodstuff,Cream is a [MASK] which you can taste.
IsA,machine,"Another way to say ""a car is a [MASK]"" is ""Cars are machines.""."
IsA,music,Jazz is form of [MASK].
IsA,activity,Canoeing is an [MASK] that may be performed while camping.
IsA,person,A surgeone is a [MASK].
IsA,place,Climbing a mountain is for having a good [MASK] to yoddle.
IsA,liquid,"To understand the event ""The boys shoveled the sidewalks this morning.  They came inside.  They had hot chocolate to drink at breakfast."", it is important to know that Hot chocolate is hot and [MASK]."
IsA,food,Something you might do while buying [MASK] is search the aisles looking for honey.
IsA,device,A pully is a [MASK] which may require maintenance.
IsA,diuretics,Thiazides are [MASK].
IsA,priest,Canon is a type of catholic [MASK].
IsA,carnivores,Lions are [MASK].
IsA,device,"A firebomb is a [MASK] for causing an explosion and fire, intended to destroy or damage objects or people where it explodes."
IsA,number,A dice displays a random [MASK] from 1 to 6.
IsA,accomodation,An apartment is a type of [MASK].
IsA,country,"The statement ""Sweeden is a [MASK]."" is true because because Sweden has its own government and flag."
IsA,machine,A metronome is a [MASK] that gives a very precise beat.
IsA,drug,A diuretic  is a [MASK] that increases output of urine.
IsA,instrument,An [MASK] triangle is for playing in a orchestra.
IsA,food,"To understand the event ""Bob ate a slice of pizza."", it is important to know that ""Ate"" means that Bob has completed the initial act of taking in this particular [MASK]."
IsA,dish,A wok is a [MASK].
IsA,peninsula,Taman is a [MASK].
IsA,object,Sphere has round [MASK].
IsA,religion,Kinds of [MASK] : taoism.
IsA,language,COBOL is a [MASK].
IsA,flatbread,Hono is a type of [MASK].
IsA,sex,[MASK] is copulation.
IsA,music,Rock [MASK] has lasted longer than the old folk wanted it to .
IsA,place,Bar is meeting [MASK].
IsA,worlds,Planets are [MASK].
IsA,person,Henry is a [MASK].
IsA,shape,"The [MASK] of a mirror can be oval, square, round or rectangle."
IsA,sphere,"Another way to say ""The Earth is not a perfect [MASK]."" is ""the third planet from the sun is not round""."
IsA,name,Fred is a [MASK].
IsA,essence,Hypostasis is a kind of [MASK].
IsA,thing,Dew is a [MASK].
IsA,tiny,The world is [MASK] compared to the universe.
IsA,suffix,Er is a [MASK].
IsA,garment,A shirt is a [MASK] worn on the upper torso.
IsA,commonly,Situation: vegemite is a vegetable yeast spread people [MASK] use on bread or crackers.
IsA,sport,Archery is [MASK].
IsA,pigment,Titanium is a [MASK].
IsA,planet,The fourth [MASK] in the solar system is Mars.
IsA,communication,Advertising is [MASK] used for commercial purposes.
IsA,shape,Star is a type of [MASK].
IsA,sport,Bowling is a competitive [MASK].
IsA,medicines,MAOIs are [MASK] used to treat depression.
IsA,problem,A chess [MASK] is a puzzle using chess pieces on a chess board.
IsA,flatbread,Barbari is a type of [MASK].
IsA,frequentlly,Examples are [MASK] used to teach.
IsA,animals,"To understand the event ""Brian likes [MASK].  Brian has a turtle as a pet."", it is important to know that regular pets are cats and dogs."
IsA,bird,Cockatiel is a [MASK].
IsA,best,Champagne is [MASK] served cold.
IsA,organization,Government is a type of ruling [MASK].
IsA,play,[MASK] is a type of musical.
IsA,disease,The common cold is a viral [MASK] .
IsA,drugs,Benzodiazepines are a kind of psychoactive [MASK].
IsA,promise,Marrage is a [MASK].
IsA,drug,A soporific is any [MASK] that induces sleep.
IsA,royalyty,A king is [MASK].
IsA,vessel,[MASK] is a type of vein artery.
IsA,examination,Having a checkup requires an [MASK] table.
IsA,country,Lebanon is a [MASK].
IsA,fuel,Alcohol is a [MASK].
IsA,crunchy,Nuts are [MASK].
IsA,people,"Situation: Some [MASK] are truly ""living angels.""."
IsA,organism,Eukaryoyte is a kind of [MASK].
IsA,gas,Hydrogen [MASK] is so light that uncombined Hydrogen will gain enough velocity from collisions with other gases that they will quickly be ejected from the atmosphere.  .
IsA,horse,Moses is a [MASK]. He comes to the gate and whinnies when he sees people. People often give him carrots.
IsA,forewarning,A premonition is a [MASK].
IsA,border,A fence can [MASK] property.
IsA,biosphere,The world is a [MASK].
IsA,machine,A scale is a [MASK].
IsA,liquid,"Benzene is a colorless, highly explosive, [MASK] that is regularly used in the production of rubber, plastics, pesticides, gasoline, and various other products."
IsA,vegetable,Jicama is a [MASK].
IsA,weekday,Wednesday is a [MASK].
IsA,bird,The Massachusetts state [MASK] is the chickadee.
IsA,fractal,Snowflakes are [MASK].
IsA,recipe,A formula is a kind of  [MASK].
IsA,witches,Some pagans are [MASK].
IsA,equines,Donkeys are [MASK].
IsA,ozone,O3 is [MASK].
IsA,burger,Dave went to [MASK] King and bought a hamburger.
IsA,file,A window is a [MASK] that is opened.
IsA,brand,Sony is a kind of [MASK].
IsA,theory,Objectivism is a [MASK] proposed by Ayn Rand.
IsA,superhero,Batman is a kind of [MASK].
IsA,game,[MASK] is a type of sport match.
IsA,symptom,Death is a [MASK].
IsA,comedian,"To understand the event ""Martin is a [MASK]."", it is important to know that Funny things are things that often make people laugh."
